Chromosome	Range	SNPs	SNP_density	Missing	percent_missing	Missing_density	gene_density
2_195	1000000	138	0.000138	1	0.0072463768115942	1e-06	0.001521
2_196	1000000	148	0.000148	0	0	0	0.414938
2_197	1000000	158	0.000158	0	0	0	0.807811
2_198	1000000	130	0.00013	1	0.00769230769230769	1e-06	0.806874
2_199	1000000	126	0.000126	0	0	0	0.016113
2_200	1000000	110	0.00011	0	0	0	0.347301
2_201	1000000	200	0.0002	0	0	0	0.682544
2_202	1000000	233	0.000233	1	0.00429184549356223	1e-06	0.755554
2_203	1000000	94	9.4e-05	2	0.0212765957446809	2e-06	0.748023
2_204	1000000	166	0.000166	1	0.00602409638554217	1e-06	0.424963
2_205	1000000	226	0.000226	1	0.00442477876106195	1e-06	0.590703
2_206	1000000	209	0.000209	1	0.00478468899521531	1e-06	0.70618
2_207	1000000	207	0.000207	0	0	0	0.510269
2_208	1000000	184	0.000184	2	0.0108695652173913	2e-06	0.40868
2_209	1000000	156	0.000156	0	0	0	0.260123
2_210	1000000	96	9.6e-05	1	0.0104166666666667	1e-06	0.675197
2_211	1000000	201	0.000201	0	0	0	0.346338
2_212	1000000	269	0.000269	3	0.0111524163568773	3e-06	0.759903
2_213	1000000	242	0.000242	1	0.00413223140495868	1e-06	0.53979
2_214	1000000	129	0.000129	0	0	0	0.874884
2_215	1000000	203	0.000203	0	0	0	0.725136
2_216	1000000	238	0.000238	1	0.00420168067226891	1e-06	0.509919
2_217	1000000	239	0.000239	0	0	0	0.330694
2_218	1000000	225	0.000225	0	0	0	0.683251
2_219	1000000	211	0.000211	5	0.023696682464455	5e-06	0.665764
2_220	1000000	293	0.000293	2	0.0068259385665529	2e-06	0.336307
2_221	1000000	199	0.000199	3	0.0150753768844221	3e-06	0
2_222	1000000	239	0.000239	0	0	0	0.16954
2_223	1000000	198	0.000198	0	0	0	0.452966
2_224	1000000	198	0.000198	0	0	0	0.233468
2_225	1000000	172	0.000172	0	0	0	0.41705
2_226	1000000	139	0.000139	0	0	0	0.253133
2_227	1000000	217	0.000217	0	0	0	0.400657
2_228	1000000	276	0.000276	0	0	0	0.604673
2_229	1000000	185	0.000185	1	0.00540540540540541	1e-06	0.158906
2_230	1000000	200	0.0002	0	0	0	0.77237
2_231	1000000	276	0.000276	1	0.0036231884057971	1e-06	0.634347
2_232	1000000	148	0.000148	3	0.0202702702702703	3e-06	0.515281
2_233	1000000	231	0.000231	2	0.00865800865800866	2e-06	0.738034
2_234	1000000	508	0.000508	10	0.0196850393700787	1e-05	0.747731
2_235	1000000	293	0.000293	1	0.00341296928327645	1e-06	0.116676
2_236	1000000	227	0.000227	2	0.00881057268722467	2e-06	0.597749
2_237	1000000	193	0.000193	0	0	0	0.314946
2_238	1000000	266	0.000266	2	0.0075187969924812	2e-06	0.558291
2_239	1000000	235	0.000235	2	0.00851063829787234	2e-06	0.379895
2_240	1000000	310	0.00031	5	0.0161290322580645	5e-06	0.439458
2_241	1000000	265	0.000265	1	0.00377358490566038	1e-06	0.423944
2_242	1000000	169	0.000169	2	0.0118343195266272	2e-06	0.689924
2_243	199373	7	3.51100700696684e-05	0	0	0	0.361573533026037
3_0	1000000	231	0.000231	2	0.00865800865800866	2e-06	0.214229
3_1	1000000	372	0.000372	3	0.00806451612903226	3e-06	0.312102
3_2	1000000	388	0.000388	4	0.0103092783505155	4e-06	0.859451
3_3	1000000	358	0.000358	3	0.00837988826815642	3e-06	0.244156
3_4	1000000	341	0.000341	2	0.00586510263929619	2e-06	0.486715
3_5	1000000	271	0.000271	3	0.011070110701107	3e-06	0.102487
3_6	1000000	267	0.000267	1	0.00374531835205993	1e-06	0.097509
3_7	1000000	341	0.000341	0	0	0	0.783218
3_8	1000000	318	0.000318	2	0.00628930817610063	2e-06	0.496588
3_9	1000000	277	0.000277	3	0.0108303249097473	3e-06	0.691315
3_10	1000000	367	0.000367	7	0.0190735694822888	7e-06	0.609998
3_11	1000000	234	0.000234	2	0.00854700854700855	2e-06	0.686845
3_12	1000000	256	0.000256	3	0.01171875	3e-06	0.504644
3_13	1000000	237	0.000237	0	0	0	0.532918
3_14	1000000	303	0.000303	0	0	0	0.584589
3_15	1000000	238	0.000238	2	0.00840336134453781	2e-06	0.697158
3_16	1000000	276	0.000276	0	0	0	0.351666
3_17	1000000	100	0.0001	4	0.04	4e-06	0.7226
3_18	1000000	166	0.000166	2	0.0120481927710843	2e-06	0.398708
3_19	1000000	120	0.00012	0	0	0	0.454503
3_20	1000000	220	0.00022	0	0	0	0.194465
3_21	1000000	346	0.000346	0	0	0	0.411975
3_22	1000000	241	0.000241	0	0	0	0.41678
3_23	1000000	144	0.000144	0	0	0	0.528357
3_24	1000000	297	0.000297	2	0.00673400673400673	2e-06	0.409689
3_25	1000000	238	0.000238	2	0.00840336134453781	2e-06	0.330687
3_26	1000000	161	0.000161	0	0	0	0.090698
3_27	1000000	163	0.000163	1	0.00613496932515337	1e-06	0.288074
3_28	1000000	176	0.000176	0	0	0	0.422622
3_29	1000000	294	0.000294	2	0.00680272108843537	2e-06	0.67948
3_30	1000000	262	0.000262	0	0	0	0.307989
3_31	1000000	209	0.000209	0	0	0	0.404698
3_32	1000000	204	0.000204	0	0	0	0.532215
3_33	1000000	164	0.000164	0	0	0	0.658915
3_34	1000000	167	0.000167	0	0	0	0.002495
3_35	1000000	150	0.00015	0	0	0	0.170804
3_36	1000000	188	0.000188	0	0	0	0.337646
3_37	1000000	613	0.000613	7	0.0114192495921697	7e-06	0.813488
3_38	1000000	630	0.00063	13	0.0206349206349206	1.3e-05	0.727076
3_39	1000000	186	0.000186	6	0.032258064516129	6e-06	0.373101
3_40	1000000	133	0.000133	1	0.0075187969924812	1e-06	0.469582
3_41	1000000	185	0.000185	0	0	0	0.753122
3_42	1000000	195	0.000195	4	0.0205128205128205	4e-06	0.640306
3_43	1000000	137	0.000137	0	0	0	0.45921
3_44	1000000	116	0.000116	1	0.00862068965517241	1e-06	0.507189
3_45	1000000	241	0.000241	1	0.004149377593361	1e-06	0.558797
3_46	1000000	244	0.000244	1	0.00409836065573771	1e-06	0.396276
3_47	1000000	66	6.6e-05	1	0.0151515151515152	1e-06	0.862148
3_48	1000000	113	0.000113	2	0.0176991150442478	2e-06	0.687861
3_49	1000000	137	0.000137	1	0.0072992700729927	1e-06	0.811598
3_50	1000000	91	9.1e-05	1	0.010989010989011	1e-06	0.835331
3_51	1000000	78	7.8e-05	0	0	0	0.742254
3_52	1000000	149	0.000149	2	0.0134228187919463	2e-06	0.782945
3_53	1000000	203	0.000203	0	0	0	0.64735
3_54	1000000	270	0.00027	1	0.0037037037037037	1e-06	0.844514
3_55	1000000	256	0.000256	1	0.00390625	1e-06	0.588177
3_56	1000000	191	0.000191	0	0	0	0.866898
3_57	1000000	139	0.000139	1	0.00719424460431655	1e-06	0.73637
3_58	1000000	177	0.000177	0	0	0	0.725934
3_59	1000000	326	0.000326	1	0.00306748466257669	1e-06	0.301233
3_60	1000000	408	0.000408	3	0.00735294117647059	3e-06	1
3_61	1000000	243	0.000243	4	0.0164609053497942	4e-06	0.689891
3_62	1000000	323	0.000323	0	0	0	0.800022
3_63	1000000	252	0.000252	0	0	0	0.56931
3_64	1000000	324	0.000324	0	0	0	0.662426
3_65	1000000	300	0.0003	0	0	0	0.660095
3_66	1000000	187	0.000187	1	0.0053475935828877	1e-06	0.313248
3_67	1000000	172	0.000172	1	0.00581395348837209	1e-06	0.307127
3_68	1000000	200	0.0002	2	0.01	2e-06	0.757349
3_69	1000000	208	0.000208	1	0.00480769230769231	1e-06	0.564125
3_70	1000000	169	0.000169	0	0	0	0.020675
3_71	1000000	257	0.000257	1	0.00389105058365759	1e-06	0.718717
3_72	1000000	234	0.000234	2	0.00854700854700855	2e-06	0.260151
3_73	1000000	267	0.000267	0	0	0	0.336943
3_74	1000000	181	0.000181	0	0	0	0.262734
3_75	1000000	82	8.2e-05	0	0	0	0.199989
3_76	1000000	168	0.000168	0	0	0	1
3_77	1000000	208	0.000208	0	0	0	0.699115
3_78	1000000	145	0.000145	0	0	0	0.354002
3_79	1000000	113	0.000113	2	0.0176991150442478	2e-06	0.817059
3_80	1000000	101	0.000101	0	0	0	0.003213
3_81	1000000	143	0.000143	1	0.00699300699300699	1e-06	0.373881
3_82	1000000	117	0.000117	1	0.00854700854700855	1e-06	0.003745
3_83	1000000	86	8.6e-05	1	0.0116279069767442	1e-06	0.001983
3_84	1000000	115	0.000115	1	0.00869565217391304	1e-06	0.231171
3_85	1000000	121	0.000121	1	0.00826446280991736	1e-06	0.991868
3_86	1000000	120	0.00012	0	0	0	0.136457
3_87	1000000	147	0.000147	1	0.00680272108843537	1e-06	0.093104
3_88	1000000	124	0.000124	0	0	0	0.249023
3_89	1000000	86	8.6e-05	2	0.0232558139534884	2e-06	0.375674
3_90	1000000	27	2.7e-05	0	0	0	0.040967
3_91	0	0	0	0	0	0	0
3_92	0	0	0	0	0	0	0
3_93	1000000	38	3.8e-05	3	0.0789473684210526	3e-06	0.245459
3_94	1000000	100	0.0001	0	0	0	0.058125
3_95	1000000	107	0.000107	0	0	0	0.002103
3_96	1000000	78	7.8e-05	1	0.0128205128205128	1e-06	0.473149
3_97	1000000	135	0.000135	2	0.0148148148148148	2e-06	0.712493
3_98	1000000	153	0.000153	0	0	0	0.223179
3_99	1000000	129	0.000129	2	0.0155038759689922	2e-06	0.550913
3_100	1000000	202	0.000202	1	0.00495049504950495	1e-06	0.671986
3_101	1000000	135	0.000135	1	0.00740740740740741	1e-06	0.476422
3_102	1000000	105	0.000105	0	0	0	0.045073
3_103	1000000	152	0.000152	0	0	0	0.004353
3_104	1000000	210	0.00021	1	0.00476190476190476	1e-06	0.001416
3_105	1000000	176	0.000176	0	0	0	0.42098
3_106	1000000	166	0.000166	0	0	0	0.178707
3_107	1000000	182	0.000182	1	0.00549450549450549	1e-06	0.528585
3_108	1000000	192	0.000192	1	0.00520833333333333	1e-06	0.632049
3_109	1000000	135	0.000135	0	0	0	0.123902
3_110	1000000	112	0.000112	0	0	0	0.14952
3_111	1000000	234	0.000234	1	0.00427350427350427	1e-06	0.670688
3_112	1000000	225	0.000225	1	0.00444444444444444	1e-06	0.354205
3_113	1000000	197	0.000197	0	0	0	0.776034
3_114	1000000	145	0.000145	0	0	0	0.82654
3_115	1000000	183	0.000183	1	0.00546448087431694	1e-06	0.576975
3_116	1000000	223	0.000223	0	0	0	0.185366
3_117	1000000	190	0.00019	1	0.00526315789473684	1e-06	0.000943
3_118	1000000	170	0.00017	1	0.00588235294117647	1e-06	0.311468
3_119	1000000	259	0.000259	4	0.0154440154440154	4e-06	0.771064
3_120	1000000	133	0.000133	1	0.0075187969924812	1e-06	0.613611
3_121	1000000	259	0.000259	2	0.00772200772200772	2e-06	0.798698
3_122	1000000	288	0.000288	1	0.00347222222222222	1e-06	0.760186
3_123	1000000	156	0.000156	1	0.00641025641025641	1e-06	0.812311
3_124	1000000	302	0.000302	1	0.0033112582781457	1e-06	0.888468
3_125	1000000	187	0.000187	2	0.0106951871657754	2e-06	0.561189
3_126	1000000	215	0.000215	0	0	0	0.665247
3_127	1000000	159	0.000159	1	0.00628930817610063	1e-06	0.53917
3_128	1000000	129	0.000129	4	0.0310077519379845	4e-06	0.56681
3_129	1000000	141	0.000141	2	0.0141843971631206	2e-06	0.611471
3_130	1000000	178	0.000178	0	0	0	0.755782
3_131	1000000	232	0.000232	0	0	0	0.654762
3_132	1000000	179	0.000179	2	0.0111731843575419	2e-06	0.745315
3_133	1000000	228	0.000228	2	0.0087719298245614	2e-06	0.625569
3_134	1000000	240	0.00024	1	0.00416666666666667	1e-06	0.665697
3_135	1000000	142	0.000142	2	0.0140845070422535	2e-06	0.260446
3_136	1000000	120	0.00012	2	0.0166666666666667	2e-06	0.641274
3_137	1000000	143	0.000143	1	0.00699300699300699	1e-06	0.215748
3_138	1000000	120	0.00012	0	0	0	0.425645
3_139	1000000	217	0.000217	0	0	0	0.611718
3_140	1000000	202	0.000202	1	0.00495049504950495	1e-06	0.494658
3_141	1000000	160	0.00016	0	0	0	0.683151
3_142	1000000	189	0.000189	1	0.00529100529100529	1e-06	0.644929
3_143	1000000	252	0.000252	1	0.00396825396825397	1e-06	0.588421
3_144	1000000	120	0.00012	1	0.00833333333333333	1e-06	0
3_145	1000000	186	0.000186	1	0.00537634408602151	1e-06	0.156329
3_146	1000000	176	0.000176	2	0.0113636363636364	2e-06	0.144037
3_147	1000000	151	0.000151	0	0	0	0.045167
3_148	1000000	291	0.000291	2	0.00687285223367698	2e-06	0.349445
3_149	1000000	230	0.00023	1	0.00434782608695652	1e-06	0.449022
3_150	1000000	202	0.000202	1	0.00495049504950495	1e-06	0.538396
3_151	1000000	210	0.00021	2	0.00952380952380952	2e-06	0.257367
3_152	1000000	151	0.000151	0	0	0	0.220825
3_153	1000000	173	0.000173	0	0	0	0.258716
3_154	1000000	137	0.000137	0	0	0	0.239661
3_155	1000000	141	0.000141	1	0.00709219858156028	1e-06	0.542013
3_156	1000000	196	0.000196	0	0	0	0.677654
3_157	1000000	144	0.000144	0	0	0	0.461567
3_158	1000000	179	0.000179	1	0.00558659217877095	1e-06	0.653105
3_159	1000000	172	0.000172	1	0.00581395348837209	1e-06	0.652366
3_160	1000000	100	0.0001	0	0	0	0.615517
3_161	1000000	201	0.000201	2	0.00995024875621891	2e-06	0.039281
3_162	1000000	133	0.000133	1	0.0075187969924812	1e-06	0.119517
3_163	1000000	108	0.000108	0	0	0	0.022617
3_164	1000000	136	0.000136	2	0.0147058823529412	2e-06	0.10956
3_165	1000000	159	0.000159	1	0.00628930817610063	1e-06	0.065726
3_166	1000000	103	0.000103	1	0.00970873786407767	1e-06	0.045132
3_167	1000000	171	0.000171	1	0.00584795321637427	1e-06	0.597916
3_168	1000000	159	0.000159	1	0.00628930817610063	1e-06	0.767704
3_169	1000000	174	0.000174	3	0.0172413793103448	3e-06	0.753454
3_170	1000000	178	0.000178	1	0.00561797752808989	1e-06	0.523824
3_171	1000000	211	0.000211	2	0.00947867298578199	2e-06	0.64684
3_172	1000000	223	0.000223	0	0	0	0.5533
3_173	1000000	216	0.000216	2	0.00925925925925926	2e-06	0.883757
3_174	1000000	230	0.00023	2	0.00869565217391304	2e-06	0.424838
3_175	1000000	212	0.000212	1	0.00471698113207547	1e-06	0.526042
3_176	1000000	198	0.000198	0	0	0	0.208508
3_177	1000000	167	0.000167	0	0	0	0.31235
3_178	1000000	171	0.000171	2	0.0116959064327485	2e-06	0.514237
3_179	1000000	157	0.000157	0	0	0	0.554546
3_180	1000000	107	0.000107	2	0.0186915887850467	2e-06	0.168101
3_181	1000000	131	0.000131	1	0.00763358778625954	1e-06	0.183423
3_182	1000000	163	0.000163	2	0.0122699386503067	2e-06	0.435314
3_183	1000000	271	0.000271	1	0.003690036900369	1e-06	0.701768
3_184	1000000	231	0.000231	0	0	0	0.522802
3_185	1000000	165	0.000165	1	0.00606060606060606	1e-06	0.728856
3_186	1000000	363	0.000363	3	0.00826446280991736	3e-06	0.510296
3_187	1000000	266	0.000266	0	0	0	0.192997
3_188	1000000	243	0.000243	0	0	0	0.770465
3_189	1000000	297	0.000297	2	0.00673400673400673	2e-06	0.4737
3_190	1000000	256	0.000256	1	0.00390625	1e-06	0.271973
3_191	1000000	212	0.000212	2	0.00943396226415094	2e-06	0.260619
3_192	1000000	164	0.000164	1	0.00609756097560976	1e-06	0.607558
3_193	1000000	218	0.000218	0	0	0	0.511499
3_194	1000000	216	0.000216	1	0.00462962962962963	1e-06	0.480511
3_195	1000000	148	0.000148	1	0.00675675675675676	1e-06	0.554813
3_196	1000000	155	0.000155	1	0.00645161290322581	1e-06	0.73013
3_197	1000000	152	0.000152	3	0.0197368421052632	3e-06	0.539711
4_0	1000000	210	0.00021	4	0.019047619047619	4e-06	0.63802
4_1	1000000	167	0.000167	1	0.00598802395209581	1e-06	0.533367
4_2	1000000	171	0.000171	5	0.0292397660818713	5e-06	0.770101
4_3	1000000	219	0.000219	7	0.0319634703196347	7e-06	0.474682
4_4	1000000	215	0.000215	2	0.00930232558139535	2e-06	0.444233
4_5	1000000	385	0.000385	2	0.00519480519480519	2e-06	0.810645
4_6	1000000	329	0.000329	1	0.00303951367781155	1e-06	0.735764
4_7	1000000	404	0.000404	3	0.00742574257425743	3e-06	0.842645
4_8	1000000	356	0.000356	2	0.00561797752808989	2e-06	0.397964
4_9	1000000	185	0.000185	6	0.0324324324324324	6e-06	0.352488
4_10	1000000	228	0.000228	1	0.0043859649122807	1e-06	0.303803
4_11	1000000	217	0.000217	5	0.0230414746543779	5e-06	0.035463
4_12	1000000	156	0.000156	1	0.00641025641025641	1e-06	0
4_13	1000000	183	0.000183	1	0.00546448087431694	1e-06	0.193521
4_14	1000000	264	0.000264	2	0.00757575757575758	2e-06	0.117117
4_15	1000000	215	0.000215	0	0	0	0.520179
4_16	1000000	268	0.000268	3	0.0111940298507463	3e-06	0.582186
4_17	1000000	177	0.000177	0	0	0	0.427051
4_18	1000000	134	0.000134	0	0	0	0.023483
4_19	1000000	117	0.000117	0	0	0	0.000537
4_20	1000000	221	0.000221	0	0	0	0.663261
4_21	1000000	213	0.000213	2	0.00938967136150235	2e-06	0.950374
4_22	1000000	162	0.000162	0	0	0	0.267986
4_23	1000000	198	0.000198	1	0.00505050505050505	1e-06	0.098057
4_24	1000000	257	0.000257	0	0	0	0.248475
4_25	1000000	258	0.000258	2	0.00775193798449612	2e-06	0.416146
4_26	1000000	166	0.000166	3	0.0180722891566265	3e-06	0.436447
4_27	1000000	188	0.000188	0	0	0	0.028265
4_28	1000000	164	0.000164	0	0	0	0.001024
4_29	1000000	128	0.000128	1	0.0078125	1e-06	0.005279
4_30	1000000	188	0.000188	0	0	0	0.279344
4_31	1000000	176	0.000176	0	0	0	0.148423
4_32	1000000	164	0.000164	1	0.00609756097560976	1e-06	0
4_33	1000000	93	9.3e-05	1	0.010752688172043	1e-06	0.002973
4_34	1000000	128	0.000128	1	0.0078125	1e-06	0
4_35	1000000	154	0.000154	0	0	0	0.001909
4_36	1000000	176	0.000176	1	0.00568181818181818	1e-06	0.245072
4_37	1000000	296	0.000296	0	0	0	0.581838
4_38	1000000	305	0.000305	1	0.00327868852459016	1e-06	0.391598
4_39	1000000	138	0.000138	0	0	0	0.74726
4_40	1000000	229	0.000229	2	0.00873362445414847	2e-06	0.639084
4_41	1000000	203	0.000203	0	0	0	0.613061
4_42	1000000	239	0.000239	1	0.00418410041841004	1e-06	0.490289
4_43	1000000	128	0.000128	0	0	0	0.036137
4_44	1000000	146	0.000146	2	0.0136986301369863	2e-06	0.359626
4_45	1000000	103	0.000103	0	0	0	0.003348
4_46	1000000	167	0.000167	2	0.0119760479041916	2e-06	0.479634
4_47	1000000	191	0.000191	0	0	0	0.88955
4_48	1000000	117	0.000117	0	0	0	0.678894
4_49	1000000	13	1.3e-05	0	0	0	0.081929
4_50	0	0	0	0	0	0	0
4_51	0	0	0	0	0	0	0
4_52	1000000	45	4.5e-05	1	0.0222222222222222	1e-06	0.164124
4_53	1000000	119	0.000119	0	0	0	0.372207
4_54	1000000	179	0.000179	1	0.00558659217877095	1e-06	0.519433
4_55	1000000	256	0.000256	1	0.00390625	1e-06	0.199906
4_56	1000000	177	0.000177	2	0.0112994350282486	2e-06	0.42009
4_57	1000000	226	0.000226	3	0.0132743362831858	3e-06	0.649156
4_58	1000000	200	0.0002	1	0.005	1e-06	0.072279
4_59	1000000	119	0.000119	1	0.00840336134453781	1e-06	0.000932
4_60	1000000	132	0.000132	0	0	0	0
4_61	1000000	151	0.000151	3	0.0198675496688742	3e-06	0.00061
4_62	1000000	148	0.000148	0	0	0	0.576339
4_63	1000000	116	0.000116	1	0.00862068965517241	1e-06	0.004747
4_64	1000000	84	8.4e-05	0	0	0	0.001458
4_65	1000000	124	0.000124	0	0	0	0.227597
4_66	1000000	165	0.000165	0	0	0	0.377826
4_67	1000000	132	0.000132	1	0.00757575757575758	1e-06	0.000535
4_68	1000000	164	0.000164	0	0	0	0.460159
4_69	1000000	179	0.000179	17	0.0949720670391061	1.7e-05	0.304747
4_70	1000000	213	0.000213	2	0.00938967136150235	2e-06	0.312743
4_71	1000000	170	0.00017	1	0.00588235294117647	1e-06	0.442819
4_72	1000000	175	0.000175	1	0.00571428571428571	1e-06	0.55111
4_73	1000000	133	0.000133	1	0.0075187969924812	1e-06	0.37735
4_74	1000000	181	0.000181	1	0.00552486187845304	1e-06	0.276103
4_75	1000000	152	0.000152	1	0.00657894736842105	1e-06	0.361933
4_76	1000000	165	0.000165	2	0.0121212121212121	2e-06	0.432357
4_77	1000000	232	0.000232	0	0	0	0.788074
4_78	1000000	156	0.000156	0	0	0	0.33594
4_79	1000000	174	0.000174	2	0.0114942528735632	2e-06	0.827557
4_80	1000000	161	0.000161	2	0.0124223602484472	2e-06	0.532401
4_81	1000000	135	0.000135	2	0.0148148148148148	2e-06	0.70155
4_82	1000000	155	0.000155	0	0	0	0.16227
4_83	1000000	175	0.000175	2	0.0114285714285714	2e-06	0.54999
4_84	1000000	189	0.000189	0	0	0	0.23797
4_85	1000000	112	0.000112	0	0	0	0.412228
4_86	1000000	179	0.000179	3	0.0167597765363128	3e-06	0.59398
4_87	1000000	140	0.00014	2	0.0142857142857143	2e-06	0.794293
4_88	1000000	289	0.000289	2	0.0069204152249135	2e-06	0.430562
4_89	1000000	239	0.000239	2	0.00836820083682008	2e-06	0.752057
4_90	1000000	263	0.000263	4	0.0152091254752852	4e-06	0.245001
4_91	1000000	166	0.000166	2	0.0120481927710843	2e-06	0.951317
4_92	1000000	126	0.000126	1	0.00793650793650794	1e-06	0.52337
4_93	1000000	104	0.000104	0	0	0	0.776232
4_94	1000000	160	0.00016	1	0.00625	1e-06	0.694714
4_95	1000000	161	0.000161	2	0.0124223602484472	2e-06	0.68012
4_96	1000000	271	0.000271	0	0	0	0.468034
4_97	1000000	113	0.000113	0	0	0	0.001356
4_98	1000000	77	7.7e-05	0	0	0	0.519976
4_99	1000000	168	0.000168	3	0.0178571428571429	3e-06	0.572712
4_100	1000000	312	0.000312	10	0.032051282051282	1e-05	0.526616
4_101	1000000	165	0.000165	1	0.00606060606060606	1e-06	0.197631
4_102	1000000	165	0.000165	0	0	0	0.553941
4_103	1000000	172	0.000172	0	0	0	0.617242
4_104	1000000	139	0.000139	1	0.00719424460431655	1e-06	0.245963
4_105	1000000	117	0.000117	0	0	0	0.027442
4_106	1000000	183	0.000183	1	0.00546448087431694	1e-06	0.646052
4_107	1000000	99	9.9e-05	0	0	0	0.395201
4_108	1000000	166	0.000166	1	0.00602409638554217	1e-06	0.298544
4_109	1000000	173	0.000173	3	0.0173410404624277	3e-06	0.499991
4_110	1000000	220	0.00022	3	0.0136363636363636	3e-06	0.751275
4_111	1000000	216	0.000216	0	0	0	0.252465
4_112	1000000	127	0.000127	0	0	0	0.001693
4_113	1000000	175	0.000175	1	0.00571428571428571	1e-06	0.624949
4_114	1000000	220	0.00022	0	0	0	0.695231
4_115	1000000	123	0.000123	0	0	0	0.331175
4_116	1000000	95	9.5e-05	1	0.0105263157894737	1e-06	0.039026
4_117	1000000	137	0.000137	1	0.0072992700729927	1e-06	0.010474
4_118	1000000	212	0.000212	0	0	0	0.049046
4_119	1000000	154	0.000154	2	0.012987012987013	2e-06	0.610895
4_120	1000000	143	0.000143	0	0	0	0.413254
4_121	1000000	155	0.000155	0	0	0	0.269071
4_122	1000000	223	0.000223	0	0	0	0.326832
4_123	1000000	129	0.000129	3	0.0232558139534884	3e-06	0.523361
4_124	1000000	151	0.000151	1	0.00662251655629139	1e-06	0.525222
4_125	1000000	155	0.000155	1	0.00645161290322581	1e-06	0.0513
4_126	1000000	182	0.000182	2	0.010989010989011	2e-06	0.178451
4_127	1000000	154	0.000154	0	0	0	0.001921
4_128	1000000	81	8.1e-05	0	0	0	0.328676
4_129	1000000	149	0.000149	1	0.00671140939597315	1e-06	0.415918
4_130	1000000	172	0.000172	0	0	0	0.040545
4_131	1000000	166	0.000166	0	0	0	0.001583
4_132	1000000	88	8.8e-05	0	0	0	0.000568
4_133	1000000	116	0.000116	0	0	0	0.000645
4_134	1000000	123	0.000123	0	0	0	0.044169
4_135	1000000	121	0.000121	2	0.0165289256198347	2e-06	0.009732
4_136	1000000	119	0.000119	0	0	0	0.049681
4_137	1000000	159	0.000159	0	0	0	0.002828
4_138	1000000	171	0.000171	1	0.00584795321637427	1e-06	0.066101
4_139	1000000	219	0.000219	0	0	0	0.336191
4_140	1000000	229	0.000229	0	0	0	0.665264
4_141	1000000	212	0.000212	0	0	0	0.682021
4_142	1000000	171	0.000171	0	0	0	0.221515
4_143	1000000	130	0.00013	0	0	0	0.768353
4_144	1000000	108	0.000108	4	0.037037037037037	4e-06	0.404124
4_145	1000000	114	0.000114	1	0.0087719298245614	1e-06	0.215297
4_146	1000000	152	0.000152	0	0	0	0.448815
4_147	1000000	145	0.000145	1	0.00689655172413793	1e-06	0.553248
4_148	1000000	149	0.000149	1	0.00671140939597315	1e-06	0.469601
4_149	1000000	192	0.000192	0	0	0	0.364874
4_150	1000000	105	0.000105	0	0	0	0.386472
4_151	1000000	115	0.000115	1	0.00869565217391304	1e-06	0.929976
4_152	1000000	117	0.000117	1	0.00854700854700855	1e-06	0.485257
4_153	1000000	182	0.000182	0	0	0	0.457269
4_154	1000000	203	0.000203	1	0.00492610837438424	1e-06	0.510845
4_155	1000000	309	0.000309	4	0.0129449838187702	4e-06	0.357112
4_156	1000000	223	0.000223	2	0.00896860986547085	2e-06	0.251851
4_157	1000000	188	0.000188	1	0.00531914893617021	1e-06	0.213718
4_158	1000000	147	0.000147	0	0	0	0.243961
4_159	1000000	122	0.000122	0	0	0	0.550102
4_160	1000000	125	0.000125	0	0	0	0.092398
4_161	1000000	190	0.00019	0	0	0	0.000433
4_162	1000000	192	0.000192	1	0.00520833333333333	1e-06	0.694957
4_163	1000000	176	0.000176	3	0.0170454545454545	3e-06	0.086324
4_164	1000000	195	0.000195	0	0	0	0.641948
4_165	1000000	204	0.000204	2	0.00980392156862745	2e-06	0.423076
4_166	1000000	201	0.000201	0	0	0	0.495772
4_167	1000000	141	0.000141	1	0.00709219858156028	1e-06	0.371075
4_168	1000000	150	0.00015	2	0.0133333333333333	2e-06	0.156108
4_169	1000000	269	0.000269	1	0.00371747211895911	1e-06	0.775596
4_170	1000000	141	0.000141	1	0.00709219858156028	1e-06	0.645316
4_171	1000000	137	0.000137	0	0	0	0.054713
4_172	1000000	140	0.00014	0	0	0	0.265426
4_173	1000000	132	0.000132	1	0.00757575757575758	1e-06	0.961559
4_174	1000000	160	0.00016	0	0	0	0.225932
4_175	1000000	217	0.000217	2	0.00921658986175115	2e-06	0.379778
4_176	1000000	158	0.000158	0	0	0	0.390006
4_177	1000000	230	0.00023	0	0	0	0.293071
4_178	1000000	217	0.000217	2	0.00921658986175115	2e-06	0.326826
4_179	1000000	195	0.000195	2	0.0102564102564103	2e-06	0.000694
4_180	1000000	228	0.000228	6	0.0263157894736842	6e-06	0
4_181	1000000	254	0.000254	0	0	0	0.01532
4_182	1000000	323	0.000323	1	0.00309597523219814	1e-06	0.08174
4_183	1000000	323	0.000323	2	0.00619195046439629	2e-06	0.514951
4_184	1000000	230	0.00023	1	0.00434782608695652	1e-06	0.433483
4_185	1000000	289	0.000289	0	0	0	0.44483
4_186	1000000	295	0.000295	0	0	0	0.707888
4_187	1000000	401	0.000401	1	0.00249376558603491	1e-06	0.48241
4_188	1000000	210	0.00021	1	0.00476190476190476	1e-06	0.353651
4_189	1000000	237	0.000237	1	0.00421940928270042	1e-06	0.175723
4_190	1000000	137	0.000137	5	0.0364963503649635	5e-06	0.04758
5_0	1000000	173	0.000173	2	0.0115606936416185	2e-06	0.63969
